Builder,Lot / Address,Suburb,State,Package Price,Land Price,Build Price,Beds,Baths,Cars,Land m2,House m2,Title / Registration,Source,Confidence,Date Checked,Source URL
Hermitage Homes,"LOT 514 EVERGREEN AVE, ECHUCA 3564",,VIC,755700.0,,,,,,560.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35116
Hermitage Homes,"LOT 1428 ONE PART CONTRACT, WALLAN - 7 STAR ENERGY RATING",,VIC,756200.0,,,,,,392.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=33787
Hermitage Homes,"LOT 1002 POUND RD, CLYDE NORTH - 7 STAR ENERGY RATING",,VIC,757800.0,,,,,,294.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35025
Hermitage Homes,"LOT 1106 ONE PART CONTRACT, WALLAN - 7 STAR ENERGY RATING",,VIC,759500.0,,,,,,448.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35146
Hermitage Homes,"LOT 23 LODGE PL, ARMSTRONG CREEK 3217",,VIC,760600.0,,,,,,366.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34681
Hermitage Homes,"LOT 218 BOURBON ROAD, CRANBOURNE EAST",,VIC,763565.0,,,,,,334.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34507
Hermitage Homes,"LOT 1232 COMPLETED HOME, WALLAN - 7 STAR ENERGY RATING",,VIC,765000.0,,,,,,392.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35225
Hermitage Homes,"LOT 5532 VERDAY BLVD, TARNEIT - 10% DEPOSIT",,VIC,766700.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35101
Hermitage Homes,"LOT 1332 ONE PART CONTRACT, WALLAN - 7 STAR ENERGY RATING",,VIC,769300.0,,,,,,392.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35143
Hermitage Homes,"LOT 5541 NAUTICAL CIRCUIT, TARNEIT - 10% DEPOSIT",,VIC,770400.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35102
Hermitage Homes,"LOT 11912 SIMPSON CIRCUIT, ARMSTRONG CREEK (GEELONG) - 7 STAR ENERGY RATING",,VIC,770600.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35083
Hermitage Homes,"LOT 1327 KINANE ST, MELTON SOUTH - 7 STAR ENERGY RATING",,VIC,771450.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35113
Hermitage Homes,"LOT 11911 SIMPSON CIRCUIT, ARMSTRONG CREEK (GEELONG) - 7 STAR ENERGY RATING",,VIC,773200.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35082
Hermitage Homes,"LOT 3303 BURNBANK PARADE, CLYDE NORTH",,VIC,774000.0,,,,,,312.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34876
Hermitage Homes,"LOT 1123 COMPLETED HOME, WALLAN - 7 STAR ENERGY RATING",,VIC,775000.0,,,,,,444.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35224
Hermitage Homes,"LOT 1016 PRIOLETTI RD, WOLLERT - 7 STAR ENERGY RATING",,VIC,775190.0,,,,,,303.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35266
Hermitage Homes,"LOT 3302 BURNBANK PARADE, CLYDE NORTH",,VIC,776100.0,,,,,,312.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34875
Hermitage Homes,"LOT 1214 SEABERRY ST, ARMSTRONG CREEK - 7 STAR ENERGY RATING",Banksia,VIC,776400.0,,,,,,400.0,,,Direct Builder Portal (live),0.7,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34351
Hermitage Homes,"LOT 1205 ONE PART CONTRACT, WALLAN - 7 STAR ENERGY RATING",,VIC,776500.0,,,,,,476.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35145
Hermitage Homes,"LOT 3304 BURNBANK PARADE, CLYDE NORTH",,VIC,776600.0,,,,,,312.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34877
Hermitage Homes,"LOT 1007 WILTSHIRE ST, WOLLERT - 7 STAR ENERGY RATING",,VIC,780900.0,,,,,,313.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34828
Hermitage Homes,"LOT 12014 ESPERANCE AVE, ARMSTRONG CREEK (GEELONG) - 7 STAR ENERGY RATING",,VIC,782200.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34930
Hermitage Homes,"LOT 816 KETTLEWELL DR, LARA 7 STAR ENERGY RATING",,VIC,784600.0,,,,,,504.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35001
Hermitage Homes,"LOT 231 ROAD E, ECHUCA 3564",,VIC,785440.0,,,,,,720.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35241
Hermitage Homes,"LOT 108 BRITTLEWOOD ST, MOUNT DUNEED 7 STAR ENERGY RATING",,VIC,786450.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35231
Hermitage Homes,"LOT 1216 SEABERRY ST, ARMSTRONG CREEK - 7 STAR ENERGY RATING",Banksia,VIC,786800.0,,,,,,400.0,,,Direct Builder Portal (live),0.7,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34353
Hermitage Homes,"LOT 1 COFFEROCK DR, LEOPOLD 3224",,VIC,787300.0,,,,,,457.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34795
Hermitage Homes,"LOT 203 RAPTOR PLACE, MELTON SOUTH",,VIC,790300.0,,,,,,490.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35084
Hermitage Homes,"LOT 121 KENEISHA ST, SMYTHES CREEK 3351",,VIC,790500.0,,,,,,448.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34623
Hermitage Homes,"LOT 245 TINAMOU WAY, CLYDE NORTH 3978",,VIC,795500.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35078
Hermitage Homes,"LOT 104 MOTION DR, MOUNT DUNEED 7 STAR ENERGY RATING",,VIC,796050.0,,,,,,399.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35230
Hermitage Homes,"LOT 129 ROARTIG ST, TARNEIT",,VIC,797100.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35118
Hermitage Homes,"LOT 128 ROARTIG ST, TARNEIT",,VIC,797100.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35117
Hermitage Homes,"LOT 12015 ESPERANCE AVE, ARMSTRONG CREEK (GEELONG) - 7 STAR ENERGY RATING",,VIC,799400.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34931
Hermitage Homes,"LOT 1015 BRISTLY WAY, OFFICER",,VIC,800150.0,,,,,,340.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35052
Hermitage Homes,"LOT 148 KENEISHA ST, SMYTHES CREEK 3351",,VIC,802900.0,,,,,,512.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34624
Hermitage Homes,"LOT 326 KEIGHLEY STREET, COBBLEBANK 3338",,VIC,803000.0,,,,,,448.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=32864
Hermitage Homes,"LOT 906 KELLEHER DR, TRARALGON",,VIC,805300.0,,,,,,640.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34714
Hermitage Homes,"LOT 10 KENSINGTON RD, LEOPOLD 3224",,VIC,806400.0,,,,,,457.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34794
Hermitage Homes,"LOT 1031 POUND RD, CLYDE NORTH - 7 STAR ENERGY RATING",,VIC,807200.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35028
Hermitage Homes,"LOT 1028 POUND RD, CLYDE NORTH - 7 STAR ENERGY RATING",,VIC,807700.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35026
Hermitage Homes,"LOT 902 KELLEHER DR, TRARALGON",,VIC,808400.0,,,,,,640.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34711
Hermitage Homes,"LOT 118 BRITTLEWOOD ST, MOUNT DUNEED 7 STAR ENERGY RATING",,VIC,809050.0,,,,,,401.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35234
Hermitage Homes,"LOT 134 MOHIT RISE, CRAIGIEBURN - ONLY 5% LAND DEPOSIT REQUIRED",,VIC,810990.0,,,,,,313.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35272
Hermitage Homes,"LOT 100 FIGWOOD ST, MOUNT DUNEED 7 STAR ENERGY RATING",,VIC,811750.0,,,,,,392.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35228
Hermitage Homes,"LOT 313 LADY FRANKLIN ST, COLAC - 7 STAR ENERGY RATING",,VIC,812330.0,,,,,,630.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34803
Hermitage Homes,"LOT 366 PARDOLATE AVE, OFFICER - 7 STAR ENERGY RATING",,VIC,824800.0,,,,,,313.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34830
Hermitage Homes,"LOT 1015 MICA RD, WOLLERT - 7 STAR ENERGY RATING",,VIC,829290.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35265
Hermitage Homes,"LOT 1308 GOODENIA ST, ARMSTRONG CREEK - 7 STAR ENERGY RATING",Banksia,VIC,830600.0,,,,,,494.0,,,Direct Builder Portal (live),0.7,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35156
Hermitage Homes,"LOT 5564 LAUNCH DR, TARNEIT - 10% DEPOSIT",,VIC,833000.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35106
Hermitage Homes,"LOT 117 TABIT AVENUE , CLYDE NORTH - 7 STAR ENERGY RATING",,VIC,835600.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34400
Hermitage Homes,"LOT 12022 CASPIAN CRES, ARMSTRONG CREEK (GEELONG) - 7 STAR ENERGY RATING",,VIC,836850.0,,,,,,350.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34938
Hermitage Homes,"LOT 2523 MONTEGO BOULEVARD, SUNBURY - 7 STAR ENERGY RATING",,VIC,847600.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34883
Hermitage Homes,"LOT 129 TABIT AVENUE , CLYDE NORTH - 7 STAR ENERGY RATING",,VIC,849800.0,,,,,,400.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34399
Hermitage Homes,"LOT 314 LADY FRANKLIN ST, COLAC - 7 STAR ENERGY RATING",,VIC,873100.0,,,,,,854.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34804
Hermitage Homes,"LOT 2524 MONTEGO BOULEVARD, SUNBURY - 7 STAR ENERGY RATING",,VIC,886100.0,,,,,,448.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34884
Hermitage Homes,"LOT 2525 MONTEGO BOULEVARD, SUNBURY - 7 STAR ENERGY RATING",,VIC,891400.0,,,,,,444.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34885
Hermitage Homes,"LOT 1316 KINANE ST, MELTON SOUTH - 5% DEPOSIT",,VIC,951700.0,,,,,,621.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=35188
Hermitage Homes,"LOT 832 BARRACOUTA DR, ARMSTRONG CREEK - 5% DEPOSIT - 7 STAR RATING",,VIC,954900.0,,,,,,480.0,,,Direct Builder Portal (live),0.6,28/07/2026,https://portal.hermitagehomes.com.au/package?id=34942
Torsion Homes,"Highland Walloon, Lot 246",Walloon,QLD,849990.0,448000.0,401990.0,4,2,2,420.0,160.0,Jan 2027,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZXYFCS6AMVARBYBE6BDFGSFI7K
Torsion Homes,"Eucalee Estate, Lot 610",Gleneagle,QLD,892148.0,470000.0,422148.0,4,2,2,531.0,174.0,Sep 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DYJTEXGD3B6NZCKRNOSOHCUEHXI
Torsion Homes,"Aire Riverside, Lot 107",Lilywood,QLD,899720.0,515000.0,384720.0,4,2,2,315.0,164.0,Registered,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D54V57VA2RK4ZB2FOKL22EE3BAO
Torsion Homes,"Riverstone Springs, Lot 246",Riverbend,QLD,909243.0,482500.0,426743.0,4,2,2,496.0,170.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZOPSNL5CECTRHI2F3TQ62KYW5Z
Torsion Homes,"Riverstone Springs, Lot 289",Riverbend,QLD,923177.0,475000.0,448177.0,4,2,2,496.0,186.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZEWVZDFECHXVCIZNBAMSM34RIY
Torsion Homes,"Beaumoor Estate, Lot 519",Beaudesert,QLD,929934.0,466000.0,463934.0,4,2,2,738.0,209.0,Aug 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D25XJPVNKEVYVFIK2IOFKUM4LI6
Torsion Homes,"Eden's Crossing Estate, Lot 1360",Redbank Plains,QLD,939318.0,531900.0,407418.0,4,2,2,375.0,170.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D43R43PIDPZ4BDLD2YWCXOMFR7P
Torsion Homes,"Central Springs Estate, Lot 1460",Caboolture,QLD,949227.0,559000.0,390227.0,4,2,2,408.0,160.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZVYELIN7LHRVDJW4GIQMXSEL3Z
Torsion Homes,"Central Springs Estate, Lot 856",Caboolture,QLD,953052.0,565000.0,388052.0,4,2,2,375.0,160.0,Oct 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D2PUPKDXAYGW5BIPJBDEPSZUYAS
Torsion Homes,"190 – 196 Bumstead Road, Lot 22",Park Ridge,QLD,956571.0,549000.0,407571.0,4,2,2,357.0,172.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D72VC7UUOQSIJA345ACRWRANGU5
Torsion Homes,"190 – 196 Bumstead Road, Lot 9",Park Ridge,QLD,962351.0,549000.0,413351.0,4,2,2,357.0,172.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D5EXCZNLJB4YFFZGJKR7OG2MWUV
Torsion Homes,"Eden's Crossing Estate, Lot 1346",Redbank Plains,QLD,998418.0,591900.0,406518.0,4,2,2,450.0,170.0,Nov 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D7WCDUUZPCUIRDY5J6X22LYWZ77
Torsion Homes,"Kinma Valley Estate, Lot 753",Morayfield,QLD,998521.0,610000.0,388521.0,4,2,2,350.0,160.0,Sep 2026,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D5FSXRHNYXJ7VAIMYKNPGJDIKLL
Torsion Homes,"Rangewood Estate, Lot 109",Lowood,QLD,1009580.0,579000.0,430580.0,4,2,2,3020.0,186.0,Mar 2027,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D6FJA742M6E2VELK4BRAFBH7GT6
Torsion Homes,"Kinma Valley Estate, Lot 163",Morayfield,QLD,1048286.0,650000.0,398286.0,4,2,2,448.0,160.0,Registered,Direct Builder Portal (live),1.0,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D772QFO55ONKRCIVLUEWIICUSNH
Torsion Homes,"Whiterock Estate, Lot 2101",White Rock,QLD,1170601.0,639950.0,530651.0,4,2,,336.0,232.0,Registered,Direct Builder Portal (live),0.9,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DYIUWI4Z6J4VFBKLGQOVGR5TOOE
Torsion Homes,"431-445 Park Ridge Road, Lot 61",Park Ridge,QLD,1271000.0,,,,,,450.0,237.0,Registered,Direct Builder Portal (live),0.7,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7D3SOAURXHZTBJEY6ZXTO3ZS3LEN
Torsion Homes,"Alambie Estate, Lot 14",Hemmant,QLD,1285238.0,740000.0,545238.0,5,2,,323.0,255.0,Aug 2026,Direct Builder Portal (live),0.9,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZKL2JZEJ7K6FDLODPLGMPPM6U2
Torsion Homes,"Whiterock Estate, Lot 2037",White Rock,QLD,1287901.0,750000.0,537901.0,4,2,,565.0,232.0,Registered,Direct Builder Portal (live),0.9,27/07/2026,https://referrer.torsionhomes.au/DownloadSalesBrochure.ashx?driveID=b!ldfpLfUKb0-SfwUdQKeX-D9Vt1RlEGFGtRVelAKvnO-tlFpJNRKySrB7ASx7oj9H&folderID=01BHTZ7DZL65QFXYBRH5DKNROUI5XBY2KG
